wavelength,cloudy_day,snow_and_sun,partly_cloudy_day
Date,09/01/2019,19/01/2017,01/10/2019
Time,12:00:00,12:00:00,12:00:00
Memo,A180 I00,A180 I00,A180 I00
Sensor,MS-711,MS-711,MS-711
Exposure Time(msec),200,100,100
Sensor Temp.(deg),24.4,24.4,25.2
Power(V),5.9,5.9,5.9
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um)
977.89,83.77,242.76,340.39
978.28,84.18,244.22,341.33
978.67,83.65,246.23,344.29
979.06,83.81,250.11,347.63
979.45,84.86,251.41,350.86
979.85,85.39,251.19,354.24
980.24,86.29,251.68,359.33
980.63,86.63,255,364.39
981.02,88.22,258.41,368.36
981.41,88.58,260.57,371.05
981.81,87.78,261.13,374.81
982.2,88.13,262.03,378.46
982.59,88.79,264.63,382.19
982.98,90.24,265.62,385.37
983.37,90.52,267.69,391.3
983.76,89.92,268.77,395.76
984.16,89.97,272.42,400.08
984.55,90.73,273.19,403.48
984.94,91.02,271.28,407.3
985.33,91.4,271.55,410.49
985.72,91.72,273.25,413.95
986.11,92.65,276.15,415.25
986.5,92.8,276.23,419.34
986.89,91.63,274.64,422.22
987.29,91.5,274.12,425.72
987.68,92.13,275.89,428.41
988.07,93,276.55,430.73
988.46,93.12,277.41,432.57
988.85,91.98,277.5,434.26
989.24,91.8,277.85,433.22
989.63,92.02,277.61,434.76
990.02,92.33,274.79,435.23
990.41,92.18,274.87,435.63
990.8,91.78,276.35,434.66
991.19,92.27,278.45,434.12
991.58,91.96,278.01,433.57
991.97,89.95,275.43,432.75
992.36,89.55,273.43,428.77
992.76,89.34,273.57,427.62
993.15,89.58,273.83,425.7
993.54,89.03,272.57,423.64
993.93,87.39,270.27,420.9
994.32,86.41,268.57,418.44
994.71,86.46,268.07,416.22
995.1,86.21,266.55,414.21
995.49,85.93,266.55,411.04
995.88,85.44,266.83,409.27
996.27,85.93,268.32,408.23
996.66,85.86,267.64,408.47
997.05,84.93,265.96,408.72
997.44,85.16,265.71,409.07
997.82,85.79,266.59,411.18
998.21,86.41,269.07,413.63
998.6,86.97,270.22,415.49
998.99,86.77,270.44,417.94
999.38,87.02,271.28,421.61
999.77,88.21,273.3,425.51
1000.16,89.32,274.63,430.37
1000.55,90.14,275.72,434.83
1000.94,90.94,277.15,441.36
1001.33,92.19,279.33,447.27
1001.72,92.99,279.94,453.07
1002.11,93.11,279.24,458.09
1002.5,93.74,280.17,463.12
1002.89,94.78,281.81,467.45
1003.27,95.79,283.54,471.8
1003.66,96.25,283.85,474.66
1004.05,96,282.66,479.31
1004.44,95.94,282.1,482.57
1004.83,96.42,282.99,485.69
1005.22,97.11,283.54,486.72
1005.61,97.39,283.67,488.18
1006,97.05,282.93,489.29
1006.38,97.44,283.22,489.66
1006.77,97.29,282.87,487.86
1007.16,96.66,280.89,488.74
1007.55,96.68,281.15,488.3
1007.94,96.91,281.55,487.75
1008.33,97.42,282.8,486.57
1008.71,97.1,281.66,486.07
1009.1,95.74,279.75,485.72
1009.49,95.25,279.07,485.26
1009.88,95.46,279.68,482.58
1010.27,95.9,280.66,482.25
1010.65,96.08,280.11,482.48
1011.04,95.62,278.71,483.05
1011.43,95.68,278.76,482.44
1011.82,95.62,279.2,481.4
1012.2,94.74,278.53,481.99
1012.59,94.67,278.89,482.15
1012.98,94.79,279.3,478.72
1013.37,94.97,280.59,477.81
1013.75,94.47,279.45,477.42
1014.14,93.31,277.31,478.36
1014.53,92.65,276.69,478.3
1014.92,93.44,278.6,477.72
1015.3,94.04,280.96,478.84
1015.69,93.93,281.34,478.55
1016.08,93.36,280.54,477.03
1016.46,93.02,279.8,474.82
1016.85,93.21,280.69,474.08
1017.24,92.64,280.08,473.96
1017.62,92.66,280,473.4
1018.01,93.08,279.09,471.53
1018.4,93.74,280.43,472.68
1018.78,93.29,278.58,473.17
1019.17,91.89,276.15,471.91
1019.56,91.27,275.62,469.96
1019.94,91.51,276.68,468.31
1020.33,92.38,278.64,467.07
1020.72,92.09,276.94,465.51
1021.1,91.62,273.85,463.23
1021.49,91.79,271.59,463.41
1021.88,92.33,271.77,462.67
1022.26,91.67,272.4,463.11
1022.65,91.92,273.09,461.88
1023.03,92.44,271.43,460.24
1023.42,93.06,271.98,457.74
1023.81,92.5,271.66,457.01
1024.19,91.07,269.34,454.06
1024.58,90.18,270.71,455.9
1024.96,90.73,272.37,455.71
1025.35,91.6,274.6,456.28
1025.73,91.94,274.3,455.89
1026.12,90.72,271.95,454.93
1026.5,90.92,270.43,453.84
1026.89,91.16,271.71,453.63
1027.28,90.47,273.99,450.95
1027.66,90.76,273.5,451.81
1028.05,91.15,271.84,451.71
1028.43,92.03,270.19,450.58
1028.82,91.15,270.78,451.43
1029.2,89.31,269.59,452.36
1029.59,88,270.28,453.39
1029.97,88.75,269.63,454.31
1030.36,89.7,271.44,450.41
1030.74,89.8,268.97,451.15
1031.13,88.8,265.54,450.51
1031.51,89.04,263.62,450.85
1031.89,89.74,264.38,450.46
1032.28,89.28,268.74,451.3
1032.66,89.7,268.66,453.44
1033.05,90.31,266.18,454.5
1033.43,91.27,264.23,452.7
1033.82,90.77,265.39,451.99
1034.2,88.49,266.86,454.08
1034.59,87.51,266.76,454.01
1034.97,88.35,265.06,453.17
1035.35,89.73,266.32,452.98
1035.74,89.93,265.67,455.22
1036.12,89.07,261.84,456.13
1036.51,89.06,261.51,453.45
1036.89,89.65,263.47,450.74
1037.27,89.1,266.81,450.56
1037.66,89.58,265.69,450.46
1038.04,89.66,261.53,449.58
1038.42,90.7,256.54,446.74
1038.81,90.21,258.35,449.24
1039.19,87.94,259.85,448.4
1039.57,86.55,258.86,447.95
1039.96,87.51,257.17,445.62
1040.34,88.81,257.23,443.52
1040.72,88.82,259.07,443.8
1041.11,87.61,256.22,440.81
1041.49,87.07,256.21,435.33
1041.87,88.08,257.81,437.88
1042.26,87.9,262.3,438.67
1042.64,88.26,260.5,440.45
1043.02,89.04,257.03,438
1043.4,90.36,253.93,436.97
1043.79,89.44,255.7,438.09
1044.17,87.07,261.21,437.12
1044.55,85.7,261.59,432.4
1044.93,85.84,259.03,434.33
1045.32,87.62,258.61,435.08
1045.7,87.05,260.24,436.81
1046.08,85.75,259.74,436.84
1046.46,85.82,259.98,436.01
1046.84,86.41,259.54,438.68
1047.23,86.26,262.96,441.26
1047.61,86.71,261.09,437.75
1047.99,86.66,254.09,439.23
1048.37,88.57,253.43,439.86
1048.75,87.55,254.28,441.46
1049.14,84.85,259.98,443.25
1049.52,83.62,259.09,442.09
1049.9,83.82,253.54,444.74
1050.28,85.56,251.07,446.03
1050.66,86.25,253.76,444.09
1051.04,85.03,255.09,443.88
1051.43,84.79,254.72,443.94
1051.81,85.7,253.07,444.34
1052.19,85.51,255.05,443.92
1052.57,85.99,255.33,442.32
1052.95,86.44,250.22,445.85
1053.33,88.38,250.22,446.1
1053.71,86.95,255.06,441.33
1054.09,82.73,259.13,437.09
1054.47,80.74,258.38,436.41
1054.85,81.97,253.88,434.55
1055.23,83.64,250.92,434.29
1055.62,83.27,253.46,429.74
1056,81.21,254.31,433.96
1056.38,81.51,254.86,434.42
1056.76,83.28,252.78,433.58
1057.14,83.4,252.3,428.41
1057.52,83.48,253.42,427.22
1057.9,84.42,250.23,425.99
1058.28,86.71,250.49,423.02
1058.66,85.12,251.82,418.51
1059.04,81.65,255.71,423.5
1059.42,80.31,252.26,426.48
1059.8,81.85,244.64,427.67
1060.18,85.75,242.33,425.95
1060.56,85.89,245.41,425.69
1060.94,83.55,249.22,424.92
1061.32,83.04,250.09,423.89
1061.7,84.6,247.45,414.7
1062.08,84.19,244.65,417.98
1062.45,84.06,246.19,418.32
1062.83,84.02,243.97,422.14
1063.21,87.51,245.65,420.68
1063.59,86.44,245.35,420.31
1063.97,81,246.65,423.27
1064.35,79.08,243.55,423.84
1064.73,79.96,236.68,414.72
1065.11,83.51,237.05,415.91
1065.49,83.17,240.26,417.46
1065.87,78.96,246.75,417.83
1066.24,77.94,245.42,417.88
1066.62,79.79,242.17,418.49
1067,79.94,235.31,419.96
1067.38,80.58,238.33,421.05
1067.76,80.26,240.79,415.08
1068.14,83.44,241.05,411.4
1068.52,81.94,237.61,413.19
1068.89,75.63,239.89,413.61
1069.27,72.7,240.75,411.18
1069.65,74.72,236.21,410.96
1070.03,79.16,238.69,417.71
1070.41,78.7,243.46,418.07
1070.78,75.16,249.7,414.92
1071.16,73.39,248.4,406.48
1071.54,76.05,240.83,408.14
1071.92,76.79,238.06,407.01
1072.29,76.89,239.07,404.49
1072.67,77.1,244.38,401.2
1073.05,81.97,244.6,409.87
1073.43,82.18,239.18,411.55
1073.8,74.8,238.56,412.43
1074.18,74.73,241.85,403.53
1074.56,78.27,236.19,402.34
1074.93,83.91,238.57,400.85
1075.31,83.97,239.31,397.44
1075.69,78.44,241.68,385.84
1076.06,76.28,239.54,392.1
1076.44,78.45,227.44,394.43
1076.82,79.88,225.12,399.41
1077.19,81.32,227.11,395.61
1077.57,80.05,234.23,394.33
1077.95,85.45,236.86,394.27
1078.32,85.57,234.75,393.77
1078.7,76.37,232.16,378.79
1079.08,74.66,235.51,386.37
1079.45,77.01,238.02,388.92
1079.83,80.89,237.17,394.24
1080.2,79.2,236.03,391.26
1080.58,72.06,240.2,393.93
1080.96,68.79,237.93,396.55
1081.33,72.74,227.2,398.83
1081.71,74.23,227.63,384.33
1082.08,75.69,232.88,384.26
1082.46,74.09,244.16,383.91
1082.83,79.17,243.46,388.17
1083.21,79.04,235.39,390.02
1083.59,70.21,223.62,390.03
1083.96,69.09,223.88,395.3
1084.34,72.53,229.97,398.02
1084.71,77.74,228.74,386
1085.09,76.68,220.11,382.48
1085.46,70.3,228.23,385.26
1085.84,67.52,231.23,388.47
1086.21,71.94,220.49,388.67
1086.59,75.46,222.6,384.83
1086.96,77,226.24,393.54
1087.33,75.01,234.63,398.11
1087.71,80.69,231.37,392.75
1088.08,80.37,219.54,382.23
1088.46,70.29,213.85,380.17
1088.83,70.93,217.8,377.65
1089.21,73.72,228.22,375.66
1089.58,80.46,232.22,364.63
1089.95,78.08,226.01,380.12
1090.33,70.69,228.69,384.62
1090.7,65.26,233.67,381.03
1091.08,70.11,223.07,367.54
1091.45,73.92,222.83,364.24
1091.82,74.48,222.36,356.21
1092.2,71.98,224.66,351.17
1092.57,73.88,216.14,333.03
1092.94,73.43,200.27,342.69
1093.32,64.22,196.05,344.78
1093.69,63.81,198.26,350.95
1094.06,67.95,211.91,340.89
1094.44,73.33,214.18,342.22
1094.81,70.52,209.21,340.85
1095.18,59.63,200.36,341.08
1095.56,53.16,205.4,316.56
1095.93,56.25,205.43,322.82
1096.3,61.8,205.17,326.3
1096.67,61.21,197.39,332.31
1097.05,56.94,204.99,326.46
1097.42,58.95,205.04,330.63
1097.79,59.59,196.92,334.24
1098.16,51.21,204.86,338.8
1098.54,54.57,215.62,314.11
1098.91,56.54,231.53,314.99
1099.28,66.59,225.58,317.99
1099.65,63,210.9,314.98
1100.02,51.29,202.37,310.49
1100.4,0,0,0
1100.77,0,0,0
1101.14,0,0,0
1101.51,0,0,0
1101.88,0,0,0
1102.25,0,0,0
1102.62,0,0,0
1103,0,0,0
1103.37,0,0,0
1103.74,0,0,0
1104.11,0,0,0
1104.48,0,0,0
1104.85,0,0,0
1105.22,0,0,0
1105.59,0,0,0
1105.96,0,0,0
1106.33,0,0,0
1106.7,0,0,0
1107.07,0,0,0
1107.44,0,0,0
1107.82,0,0,0
1108.19,0,0,0
1108.56,0,0,0
1108.93,0,0,0
1109.3,0,0,0
1109.67,0,0,0
1110.03,0,0,0
1110.4,0,0,0
1110.77,0,0,0
1111.14,0,0,0
1111.51,0,0,0
1111.88,0,0,0
1112.25,0,0,0
1112.62,0,0,0
1112.99,0,0,0
1113.36,0,0,0
1113.73,0,0,0
1114.1,0,0,0
1114.46,0,0,0
1114.83,0,0,0
1115.2,0,0,0
1115.57,0,0,0
1115.94,0,0,0
1116.31,0,0,0
1116.68,0,0,0
1117.04,0,0,0
1117.41,0,0,0
1117.78,0,0,0
1118.15,0,0,0
1118.52,0,0,0
1118.88,0,0,0
1119.25,0,0,0
1119.62,0,0,0
1119.99,0,0,0
1120.35,0,0,0
1120.72,0,0,0
1121.09,0,0,0
1121.45,0,0,0
1121.82,0,0,0
1122.19,0,0,0
1122.55,0,0,0
1122.92,0,0,0
1123.29,0,0,0
1123.65,0,0,0
1124.02,0,0,0
